DOB,M_STATUS,SALARY,EDU_DATA,EMP_DATA,REL_ORIEN,FAV_TV,PREF_CAR,GENDER,FAV_CUIS,FAV_MUSIC,ENDU_LEVEL,FAV_SPORT,FAV_COLR,NEWS_SOURCE,DIST_FRM_COAST,MNTLY_TRAVEL,GEN_MOVIES,FAV_SUBJ,ALCOHOL,FAV_SUPERHERO,Dist_Coast,Class
12/4/1987,Unmarried,500k-700k,Graduate,Employed,Believer,Breaking Bad,Toyota,Male,Lebanese,Classical,10 to 12,Basketball,purple,Associated Press,60-80 KM,0-250 KM,Thriller,Maths,,Thor,629.0,x
6/27/1979,Unmarried,100k-300k,Uneducated,Employed,Believer,Friends,Suzuki,Male,Mexican,Light Metal,6 to 10,Soccer,White,Fox News,10-25 KM,250-500 KM,Comedy,Art,Beer,The hulk,1097.0,x
10/23/1966,Married,300k-500k,Uneducated,Employed,Believer,Big Bang Theory,Audi,Male,Chinese,Classical,10 to 12,Basketball,Red,Huffington Post,40-60 KM,250-500 KM,Romantic,Commerce,Non Drinkers,Ironman,319.0,y
7/25/1983,Married,500k-700k,High-School,Self-Employed,Agnostic,sherlock,BMW,Male,Mexican,Rap,6 to 10,Swimming,Yellow,BBC,0-10 KM,0-250 KM,Horror,Chemistry,Non Drinkers,superman,110.0,x
11/17/1984,Unmarried,300k-500k,High-School,Unemployed,Believer,Breaking Bad,Wolkswagen,Male,Thai,Country,12 to 15,Basketball,Red,CNN,25-40 KM,250-500 KM,Horror,Economics,Beer,superman,1304.0,y
5/3/1994,,300k-500k,High-School,Self-Employed,Agnostic,Breaking Bad,Audi,Female,Indian,Rock,18-20,Swimming,Red,Huffington Post,40-60 KM,0-250 KM,Drama,Physics,Beer,Batman,1495.0,x
7/20/1970,Married,500k-700k,Uneducated,Self-Employed,Believer,How I Met your mother,Toyota,Male,Italian,Rap,6 to 10,Basketball,White,MSN,10-25 KM,250-500 KM,Historical,Civics,Non Drinkers,The hulk,74.0,x
11/29/1976,,,Uneducated,Employed,Believer,Breaking Bad,Ford,Male,Chinese,Classical,10 to 12,Rugby,Blue,CNN,25-40 KM,250-500 KM,Drama,Physics,Beer,Batman,178.0,y
1/20/1984,,500k-700k,Uneducated,Employed,Agnostic,Big Bang Theory,Toyota,Male,Chinese,Classical,10 to 12,cycling,Red,Huffington Post,40-60 KM,250-500 KM,Drama,Physics,Non Drinkers,Batman,963.0,x
11/25/1991,Unmarried,300k-500k,Graduate,Self-Employed,Believer,Friends,Audi,Male,Chinese,Heavy Metal,1 to 3,Soccer,Green,New York Times,10-25 KM,250-500 KM,Comedy,Art,Vodka,The hulk,1041.0,x
12/24/1976,Married,700k-1 Million,Graduate,Self-Employed,Believer,Breaking Bad,Daimler -Benz,Male,Mexican,Hip-Hop,15-18,Basketball,purple,Associated Press,10-25 KM,2000+ KM,Romantic,Commerce,Beer,Ironman,545.0,y
2/11/1978,Married,500k-700k,High-School,Employed,Agnostic,Big Bang Theory,Daimler-Benz,Male,Lebanese,Country,12 to 15,Cricket,Blue,CNN,25-40 KM,1000-1500 KM,Comedy,History,Non Drinkers,The hulk,1391.0,x
12/20/1982,Married,300k-500k,Uneducated,Self-Employed,Believer,Friends,Ford,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Green,New York Times,10-25 KM,0-250 KM,Action,Biology,Beer,wonder woman,376.0,x
8/16/1968,Married,300k-500k,Uneducated,Self-Employed,Agnostic,Narcos,Daimler-Benz,,Lebanese,Classical,12 to 15,Baseball,Blue,CNN,25-40 KM,500-1000 KM,Romantic,Commerce,Non Drinkers,Ironman,446.0,y
2/15/1988,Unmarried,300k-500k,Uneducated,Employed,Believer,Prison Break,Ford,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Yellow,BBC,60-80 KM,2000+ KM,Thriller,Art,Whiskey,Thor,48.0,x
12/16/1961,Divorced,500k-700k,Graduate,Unemployed,Agnostic,Breaking Bad,BMW,Male,Thai,Country,12 to 15,Swimming,purple,Associated Press,0-10 KM,2000+ KM,Drama,Physics,,Batman,342.0,y
8/19/1972,Unmarried,,Graduate,Employed,Believer,Dexter,Audi,Female,Indian,Rock,18-20,Soccer,Orange,Reuters,60-80 KM,0-250 KM,Drama,Physics,Vodka,NOISE,596.0,x
10/18/1995,Unmarried,,High-School,Unemployed,Believer,Friends,Nissan,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Black,New York Times,10-25 KM,0-250 KM,Horror,Chemistry,Vodka,spiderman,964.0,x
12/24/1969,Married,300k-500k,Uneducated,Unemployed,Believer,Big Bang Theory,Daimler-Benz,Male,Lebanese,Country,12 to 15,Rugby,Red,CNN,25-40 KM,250-500 KM,Comedy,History,Non Drinkers,The hulk,1471.0,y
12/6/1979,Married,500k-700k,Post-Graduate,Unemployed,Agnostic,Big Bang Theory,Toyota,Male,Thai,Country,12 to 15,Swimming,purple,Associated Press,0-10 KM,1500-2000 KM,Thriller,Maths,Non Drinkers,NOISE,805.0,x
12/22/1974,Unmarried,300k-500k,Graduate,Self-Employed,Believer,Friends,Audi,Male,NOISE,Heavy Metal,1 to 3,Basketball,Black,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Vodka,spiderman,1140.0,x
3/9/1960,Married,,Graduate,Employed,believer,Friends,Suzuki,Female,Mediterranean,Rap,6 to 10,Basketball,White,MSN,10-25 KM,0-250 KM,Comedy,Art,wine,The hulk,131.0,y
1/27/1982,Unmarried,500k-700k,Graduate,Unemployed,Believer,Breaking Bad,bmw,Male,Chinese,Classical,10 to 12,Soccer,purple,Associated Press,10-25 KM,1500-2000 KM,Romantic,Commerce,,Ironman,125.0,y
12/19/1978,Unmarried,500k-700k,Uneducated,Unemployed,Believer,How I Met your mother,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Basketball,White,MSN,10-25 KM,250-500 KM,Thriller,Biology,Non Drinkers,Thor,646.0,x
4/18/1988,Unmarried,300k-500k,Post-Graduate,Unemployed,Believer,Prison Break,Toyota,Male,Mexican,Light Metal,6 to 10,Soccer,Yellow,BBC,10-25 KM,250-500 KM,Horror,Chemistry,Whiskey,spiderman,267.0,y
6/10/1977,Unmarried,,High-School,Self-Employed,Believer,Friends,Wolkswagen,Male,Mexican,Rap,6 to 10,Soccer,White,MSN,10-25 KM,0-250 KM,Drama,Chemistry,Beer,Batman,816.0,y
4/1/1979,Unmarried,300k-500k,Uneducated,Employed,Agnostic,Game of Thrones,Daimler-Benz,Male,Chinese,Classical,10 to 12,volleyball,Blue,CNN,25-40 KM,1000-1500 KM,Horror,Economics,Whiskey,spiderman,242.0,y
10/26/1990,Married,100k-300k,Graduate,Employed,Believer,Dexter,Honda,Male,Thai,Country,12 to 15,Basketball,Orange,Reuters,60-80 KM,1000-1500 KM,Historical,Commerce,Vodka,Ironman,1348.0,x
8/15/1970,Married,100k-300k,Post-Graduate,Self-Employed,Atheist,Narcos,honda,Male,Lebanese,Country,12 to 15,Rugby,Red,Reuters,25-40 KM,0-250 KM,Horror,Economics,Rum,spiderman,317.0,x
9/11/1973,Married,300k-500k,Post-Graduate,Self-Employed,Believer,Prison Break,Daimler-Benz,Female,French,Rap,6 to 10,Basketball,White,Fox News,0-10 KM,0-250 KM,Historical,Civics,Whiskey,The hulk,1481.0,x
12/30/1961,Married,300k-500k,Graduate,Self-Employed,Atheist,Flash,Audi,Male,Lebanese,Heavy Metal,3 to 5,Baseball,Green,New York Times,10-25 KM,0-250 KM,Thriller,Biology,Rum,Thor,612.0,y
9/1/1971,Unmarried,300k-500k,Uneducated,Unemployed,Believer,Friends,Audi,Male,Italian,Rap,6 to 10,Soccer,Black,New York Times,40-60 KM,2000+ KM,Horror,Chemistry,Vodka,spiderman,827.0,y
2/1/1984,Married,300k-500k,High-School,Unemployed,Believer,How I Met your mother,Wolkswagen,Male,Thai,Heavy Metal,6 to 10,Basketball,Black,Fox News,10-25 KM,250-500 KM,Drama,Chemistry,Non Drinkers,spiderman,489.0,y
11/19/1987,Unmarried,100k-300k,Graduate,Unemployed,Believer,Narcos,suzuki,,French,Hip-Hop,15-18,Soccer,Red,Huffington Post,40-60 KM,1000-1500 KM,Action,Physics,Non Drinkers,wonder woman,1466.0,y
9/12/1974,Unmarried,,Uneducated,Unemployed,Believer,Breaking Bad,BMW,Female,French,Hip-Hop,15-18,Soccer,purple,Associated Press,10-25 KM,1500-2000 KM,Historical,Commerce,Beer,The hulk,254.0,x
11/15/1995,Unmarried,500k-700k,Post-Graduate,Self-Employed,Believer,Friends,Toyota,Female,NOISE,Rap,6 to 10,Soccer,Green,New York Times,0-10 KM,0-250 KM,Historical,Art,Vodka,The hulk,333.0,x
12/8/1964,Married,300k-500k,Uneducated,Self-Employed,Atheist,Game of Thrones,Toyota,Female,Italian,Hip-Hop,15-18,Rugby,Red,Huffington Post,40-60 KM,0-250 KM,Historical,Commerce,Vodka,Ironman,928.0,y
11/16/1976,Married,0-100K,Graduate,Employed,Agnostic,Narcos,GM,Male,Chinese,Classical,10 to 12,Cricket,purple,Associated Press,0-10 KM,2000+ KM,Thriller,Maths,Non Drinkers,Thor,1190.0,x
1/25/1968,Unmarried,0-100K,High-School,Self-Employed,Believer,Flash,Ford,Male,Lebanese,Heavy Metal,3 to 5,Soccer,White,MSN,40-60 KM,2000+ KM,Action,Biology,wine,Thor,1214.0,x
11/13/1980,Unmarried,0-100K,Graduate,Unemployed,Agnostic,Dexter,Ford,Male,Lebanese,Classical,12 to 15,cycling,Blue,Huffington Post,40-60 KM,1000-1500 KM,Thriller,Maths,Beer,Thor,290.0,y
12/19/1985,Divorced,100k-300k,Graduate,Employed,Agnostic,Dexter,Suzuki,Female,French,Rock,18-20,Swimming,purple,Associated Press,0-10 KM,2000+ KM,Historical,Commerce,Beer,Ironman,246.0,x
11/11/1964,Unmarried,500k-700k,Uneducated,Unemployed,Believer,Breaking Bad,Toyota,Male,Thai,Country,12 to 15,Soccer,Red,Huffington Post,40-60 KM,1000-1500 KM,Horror,Economics,Beer,spiderman,887.0,x
10/7/1969,Married,500k-700k,High-School,Employed,Believer,Game of Thrones,Toyota,Male,Mexican,Hip-Hop,15-18,Rugby,Blue,CNN,25-40 KM,0-250 KM,Romantic,Commerce,Vodka,Ironman,782.0,x
8/5/1977,Married,,Post-Graduate,Unemployed,Agnostic,Friends,Toyota,Male,Lebanese,Heavy Metal,3 to 5,Cricket,Black,Fox News,10-25 KM,0-250 KM,Thriller,Biology,Beer,Thor,255.0,x
8/10/1964,Unmarried,100k-300k,High-School,Self-Employed,Agnostic,Prison Break,Suzuki,Female,Italian,Rap,6 to 10,volleyball,Black,New York Times,25-40 KM,1500-2000 KM,Action,Biology,Whiskey,wonder woman,133.0,y
10/16/1985,,700k-1 Million,,Employed,Believer,Breaking Bad,Daimler -Benz,Female,French,Hip-Hop,15-18,Basketball,Blue,CNN,25-40 KM,0-250 KM,Comedy,History,Beer,The hulk,181.0,y
2/16/1963,Married,300k-500k,Graduate,Self-Employed,Believer,Friends,Daimler-Benz,Male,Chinese,Heavy Metal,1 to 3,Basketball,Green,New York Times,0-10 KM,0-250 KM,Historical,Civics,Vodka,Ironman,1235.0,x
6/17/1962,Married,100k-300k,Uneducated,Unemployed,Atheist,Narcos,Ford,Male,Mexican,Hip-Hop,15-18,Rugby,Blue,CNN,25-40 KM,250-500 KM,Romantic,Commerce,Gin,Ironman,508.0,y
12/12/1963,Unmarried,100k-300k,Post-Graduate,Employed,Believer,Breaking Bad,Suzuki,Male,NOISE,Hip-Hop,15-18,Basketball,Blue,CNN,25-40 KM,1000-1500 KM,Horror,Economics,wine,spiderman,770.0,x
5/15/1993,,300k-500k,,Self-Employed,Believer,Flash,Daimler-Benz,Male,Mexican,Rap,6 to 10,Soccer,Green,New York Times,10-25 KM,0-250 KM,Comedy,Art,,Thor,919.0,x
12/21/1992,Married,,Uneducated,Self-Employed,Believer,Friends,BMW,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Yellow,BBC,0-10 KM,0-250 KM,Comedy,Art,Vodka,Thor,83.0,y
11/7/1984,Married,300k-500k,,Employed,Atheist,Prison Break,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Baseball,White,MSN,10-25 KM,0-250 KM,Historical,Civics,Vodka,Ironman,1019.0,y
3/27/1982,Unmarried,0-100K,Post-Graduate,Unemployed,Believer,Dexter,Ford,Male,Chinese,Classical,10 to 12,Basketball,Red,Huffington Post,40-60 KM,1000-1500 KM,Thriller,Maths,,Thor,1335.0,y
6/18/1961,Married,100k-300k,Graduate,Unemployed,Agnostic,How I Met your mother,Honda,Male,Chinese,Heavy Metal,3 to 5,Swimming,Black,Fox News,25-40 KM,1000-1500 KM,Thriller,Biology,Non Drinkers,Thor,512.0,x
2/11/1983,Unmarried,100k-300k,Post-Graduate,Employed,Agnostic,Dexter,Suzuki,Male,Lebanese,Country,12 to 15,volleyball,Red,CNN,25-40 KM,1000-1500 KM,Thriller,Maths,,Thor,995.0,y
8/8/1974,Unmarried,100k-300k,,Unemployed,Believer,Friends,ford,Male,Mexican,Rap,6 to 10,Basketball,Black,Fox News,10-25 KM,250-500 KM,Drama,Chemistry,Beer,Batman,1384.0,x
6/22/1963,Married,0-100K,Uneducated,Employed,Believer,Game of Thrones,Ford,Female,French,Hip-Hop,15-18,Basketball,Blue,CNN,25-40 KM,500-1000 KM,Historical,Commerce,Vodka,Ironman,730.0,y
11/9/1991,Married,500k-700k,,Unemployed,Atheist,Narcos,BMW,Female,Mediterranean,Rock,18-20,Baseball,Red,Huffington Post,40-60 KM,1000-1500 KM,Horror,Physics,,spiderman,636.0,x
1/2/1970,Unmarried,500k-700k,High-School,Employed,Believer,How I Met your mother,BMW,Male,Mexican,Rap,6 to 10,Soccer,White,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Non Drinkers,spiderman,968.0,x
7/15/1969,Married,300k-500k,Graduate,Unemployed,Agnostic,Breaking Bad,Audi,Male,Thai,Country,12 to 15,Baseball,purple,Associated Press,0-10 KM,2000+ KM,Action,Physics,Beer,wonder woman,961.0,y
10/14/1960,Married,300k-500k,Graduate,Employed,Believer,narcos,Daimler-Benz,Male,Lebanese,Classical,12 to 15,Basketball,Blue,Huffington Post,40-60 KM,0-250 KM,Horror,Economics,Non Drinkers,superman,244.0,x
7/15/1969,Unmarried,300k-500k,Uneducated,Unemployed,Believer,Breaking Bad,Ford,Male,Lebanese,Classical,10 to 12,Soccer,Red,Reuters,60-80 KM,1000-1500 KM,Drama,Physics,Beer,Batman,213.0,x
4/4/1970,Unmarried,300k-500k,Graduate,Employed,Believer,Friends,Audi,,Indian,Rap,6 to 10,Basketball,White,MSN,10-25 KM,0-250 KM,Romantic,English,Beer,Ironman,831.0,x
2/7/1988,Unmarried,300k-500k,Graduate,Employed,Agnostic,Big Bang Theory,Audi,Male,Chinese,Classical,10 to 12,volleyball,Blue,CNN,25-40 KM,500-1000 KM,Action,Physics,Non Drinkers,wonder woman,83.0,y
1/15/1962,Married,100k-300k,Graduate,Unemployed,Agnostic,Breaking Bad,Suzuki,Male,Mexican,Hip-Hop,15-18,Baseball,Red,CNN,25-40 KM,0-250 KM,Drama,Physics,,Batman,441.0,x
12/1/1987,Unmarried,100k-300k,High-School,Employed,Believer,Flash,Suzuki,Male,Thai,Heavy Metal,6 to 10,Basketball,Yellow,NOISE,25-40 KM,1500-2000 KM,Thriller,Biology,wine,Thor,909.0,x
4/26/1992,Married,300k-500k,High-School,Self-Employed,Believer,Flash,Audi,,Chinese,Heavy Metal,3 to 5,Rugby,Yellow,BBC,40-60 KM,1500-2000 KM,Drama,Biology,Rum,Batman,662.0,y
2/26/1971,,300k-500k,Post-Graduate,Unemployed,Believer,Friends,Audi,Female,Mediterranean,Rap,6 to 10,Soccer,Green,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Beer,superman,1102.0,y
6/18/1987,Unmarried,500k-700k,Post-Graduate,Unemployed,Agnostic,Narcos,Toyota,Male,Lebanese,Country,12 to 15,volleyball,Blue,CNN,25-40 KM,250-500 KM,Thriller,Maths,Rum,Thor,822.0,y
6/13/1973,Unmarried,0-100K,High-School,Unemployed,Believer,Flash,Ford,Male,Chinese,Heavy Metal,3 to 5,Soccer,Green,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Rum,NOISE,913.0,x
12/26/1982,Married,0-100K,Graduate,Self-Employed,Believer,Flash,ford,Female,French,Rap,6 to 10,Basketball,White,MSN,10-25 KM,250-500 KM,Drama,Biology,Rum,Batman,424.0,y
6/13/1968,Married,300k-500k,High-School,Employed,Believer,narcos,Audi,Male,Italian,Hip-Hop,15-18,Basketball,Red,Huffington Post,40-60 KM,500-1000 KM,Action,Physics,,wonder woman,94.0,y
11/9/1969,Married,100k-300k,Graduate,Self-Employed,Agnostic,Breaking Bad,Suzuki,Male,Thai,Country,12 to 15,Swimming,Red,CNN,25-40 KM,250-500 KM,Romantic,Commerce,Beer,Ironman,284.0,x
6/19/1986,Married,100k-300k,Uneducated,Self-Employed,Believer,sherlock,Suzuki,Male,Mexican,Rap,6 to 10,Rugby,White,Fox News,40-60 KM,2000+ KM,Historical,Civics,,The hulk,1071.0,x
7/17/1981,Unmarried,300k-500k,High-School,Employed,Believer,Breaking Bad,Audi,Male,Mexican,Hip-Hop,15-18,Basketball,Red,Reuters,60-80 KM,1000-1500 KM,Thriller,Maths,Beer,Thor,219.0,y
7/31/1973,Unmarried,500k-700k,,Unemployed,Believer,friends,Toyota,,NOISE,Light Metal,6 to 10,Soccer,Yellow,BBC,10-25 KM,0-250 KM,Drama,Chemistry,Beer,Batman,1477.0,x
12/28/1991,Married,100k-300k,Post-Graduate,Employed,Believer,Dexter,Ford,Female,French,Rock,15-18,Rugby,purple,Associated Press,10-25 KM,2000+ KM,Comedy,History,Vodka,The hulk,1043.0,y
7/19/1962,Married,0-100K,Graduate,Employed,Believer,Friends,Ford,Male,Lebanese,Heavy Metal,3 to 5,Rugby,White,Fox News,25-40 KM,1000-1500 KM,Thriller,Biology,Beer,Thor,463.0,x
2/29/1964,,300k-500k,Graduate,Unemployed,Believer,Prison Break,Daimler-Benz,Male,Mexican,Rap,6 to 10,Soccer,White,MSN,10-25 KM,250-500 KM,Horror,Chemistry,Whiskey,superman,680.0,y
7/27/1978,Married,0-100K,Uneducated,Self-Employed,Believer,Flash,GM,Male,Thai,Heavy Metal,6 to 10,Rugby,Black,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Rum,NOISE,549.0,y
3/16/1991,Unmarried,500k-700k,Post-Graduate,Self-Employed,Agnostic,Flash,BMW,Female,Italian,Rap,6 to 10,cycling,Black,Fox News,0-10 KM,0-250 KM,Thriller,Biology,Rum,Thor,1140.0,y
6/12/1975,Married,300k-500k,High-School,Unemployed,Believer,Breaking Bad,Ford,Female,Mediterranean,Rock,18-20,Rugby,Red,Huffington Post,40-60 KM,0-250 KM,Comedy,History,wine,The hulk,501.0,y
12/28/1972,Unmarried,100k-300k,High-School,Employed,Believer,Breaking Bad,Suzuki,Female,Indian,Rock,18-20,Soccer,Red,Reuters,60-80 KM,0-250 KM,Action,Physics,wine,wonder woman,1227.0,x
9/18/1977,Unmarried,100k-300k,Graduate,Employed,Believer,Prison Break,Suzuki,Female,Mediterranean,Rap,6 to 10,Basketball,Black,Fox News,10-25 KM,250-500 KM,Comedy,Art,,The hulk,388.0,x
9/28/1961,Married,700k-1 Million,,Self-Employed,Believer,Breaking Bad,Daimler -Benz,Female,NOISE,Rock,18-20,Basketball,Blue,Huffington Post,40-60 KM,250-500 KM,Drama,Physics,,Batman,537.0,y
2/7/1961,Unmarried,,High-School,Self-Employed,believer,Prison Break,Daimler-Benz,Male,Mexican,Rap,6 to 10,Soccer,Green,New York Times,10-25 KM,0-250 KM,Comedy,Art,Whiskey,The hulk,236.0,x
4/28/1974,Unmarried,100k-300k,High-School,Unemployed,Believer,Friends,Ford,Male,Mexican,Rap,6 to 10,Basketball,Green,New York Times,10-25 KM,250-500 KM,Action,Biology,Beer,wonder woman,580.0,y
10/28/1969,Married,500k-700k,High-School,Employed,Agnostic,Breaking Bad,Toyota,Male,Mexican,Country,12 to 15,Cricket,Red,CNN,25-40 KM,0-250 KM,Romantic,Commerce,Beer,Ironman,1017.0,y
3/20/1963,Married,700k-1 Million,Uneducated,Self-Employed,Believer,Flash,Audi,,Mexican,Rap,6 to 10,Basketball,White,Fox News,0-10 KM,0-250 KM,Action,Biology,Rum,NOISE,527.0,x
9/1/1968,Unmarried,300k-500k,High-School,Self-Employed,Believer,Prison Break,Audi,Female,French,Rap,6 to 10,Soccer,White,MSN,40-60 KM,1500-2000 KM,Action,Biology,Whiskey,wonder woman,448.0,y
7/26/1981,Unmarried,500k-700k,Uneducated,Unemployed,Believer,Big Bang Theory,bmw,,Thai,Country,12 to 15,Basketball,Orange,Reuters,60-80 KM,1000-1500 KM,Thriller,Maths,Non Drinkers,Thor,747.0,y
2/12/1992,Unmarried,500k-700k,,Employed,Believer,Friends,Toyota,Male,Italian,Rap,6 to 10,Basketball,Black,Fox News,10-25 KM,0-250 KM,Historical,Civics,Vodka,The hulk,859.0,x
11/22/1982,Unmarried,300k-500k,High-School,Self-Employed,Believer,Prison Break,ford,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Yellow,NOISE,10-25 KM,250-500 KM,Thriller,Art,Whiskey,Thor,621.0,y
4/25/1967,Married,,High-School,Employed,Believer,How I Met your mother,Audi,Female,Indian,Rap,6 to 10,Basketball,Black,New York Times,10-25 KM,250-500 KM,Romantic,English,Non Drinkers,Ironman,905.0,y
10/12/1961,Unmarried,300k-500k,High-School,Self-Employed,Believer,Game of Thrones,Daimler-Benz,Male,Mexican,Country,12 to 15,Soccer,Blue,Huffington Post,40-60 KM,250-500 KM,Drama,Physics,Vodka,Batman,718.0,y
5/10/1961,Unmarried,300k-500k,Uneducated,Employed,Believer,Prison Break,Ford,,Lebanese,Heavy Metal,3 to 5,Basketball,White,Fox News,10-25 KM,250-500 KM,Historical,Civics,Whiskey,Ironman,1203.0,x
5/20/1988,Married,100k-300k,High-School,Unemployed,Atheist,Friends,Ford,Male,Chinese,Heavy Metal,3 to 5,Rugby,White,MSN,10-25 KM,250-500 KM,Action,Biology,wine,wonder woman,979.0,y
7/3/1972,Married,0-100K,,Unemployed,Believer,Dexter,GM,Male,Mexican,Hip-Hop,15-18,Rugby,Red,Reuters,60-80 KM,250-500 KM,Historical,Commerce,Vodka,Ironman,643.0,y
11/15/1965,Married,300k-500k,Graduate,Employed,Believer,Dexter,Daimler-Benz,Female,Italian,Hip-Hop,15-18,Basketball,Blue,Huffington Post,40-60 KM,0-250 KM,Historical,History,,The hulk,1499.0,x
9/28/1977,Unmarried,300k-500k,Post-Graduate,Unemployed,Agnostic,Narcos,daimler-benz,Female,Italian,Hip-Hop,15-18,volleyball,Blue,NOISE,40-60 KM,1000-1500 KM,Romantic,Commerce,Gin,Ironman,355.0,x
7/2/1982,,300k-500k,Graduate,Employed,Believer,Breaking Bad,Audi,Male,Lebanese,Classical,10 to 12,Soccer,Blue,Huffington Post,40-60 KM,250-500 KM,Historical,History,wine,The hulk,1125.0,x
4/20/1994,Unmarried,0-100K,,Employed,Believer,Prison Break,GM,,NOISE,Heavy Metal,3 to 5,Soccer,Black,Fox News,60-80 KM,2000+ KM,Horror,Chemistry,Whiskey,spiderman,663.0,x
4/14/1982,Married,500k-700k,Post-Graduate,Employed,Agnostic,Game of Thrones,BMW,Male,Chinese,Classical,10 to 12,Swimming,purple,Associated Press,10-25 KM,1500-2000 KM,Horror,Physics,Vodka,spiderman,776.0,y
3/30/1969,Unmarried,700k-1 Million,High-School,Employed,Agnostic,Breaking Bad,audi,Male,Lebanese,Country,12 to 15,volleyball,Blue,Huffington Post,40-60 KM,500-1000 KM,Romantic,Commerce,Beer,Ironman,431.0,x
2/11/1960,Unmarried,100k-300k,Uneducated,Unemployed,Believer,Narcos,Suzuki,Male,Mexican,Hip-Hop,15-18,Basketball,Red,NOISE,60-80 KM,0-250 KM,Drama,Physics,Rum,Batman,357.0,x
1/27/1992,Unmarried,300k-500k,,Self-Employed,Believer,Breaking Bad,Daimler-Benz,Female,French,Rock,18-20,Basketball,Red,CNN,25-40 KM,250-500 KM,Drama,Physics,Beer,Batman,352.0,x
4/3/1990,Unmarried,300k-500k,Post-Graduate,Employed,Believer,Breaking Bad,Daimler-Benz,Female,Indian,Rock,18-20,Soccer,Red,CNN,25-40 KM,250-500 KM,Comedy,History,Beer,Thor,151.0,x
11/9/1965,Married,300k-500k,Uneducated,Unemployed,Atheist,Game of Thrones,Ford,Male,Lebanese,Country,12 to 15,Rugby,purple,Associated Press,10-25 KM,1500-2000 KM,Thriller,Maths,Vodka,Thor,106.0,x
8/22/1992,Unmarried,300k-500k,Post-Graduate,Employed,Believer,Big Bang Theory,Audi,Male,Italian,Hip-Hop,15-18,Soccer,Red,NOISE,40-60 KM,500-1000 KM,Thriller,Maths,Non Drinkers,Thor,786.0,x
4/28/1967,Unmarried,700k-1 Million,Graduate,Employed,Believer,Friends,Audi,Male,Mexican,Rap,6 to 10,Soccer,Black,Fox News,0-10 KM,0-250 KM,Action,Biology,wine,Thor,1434.0,x
12/2/1989,Married,300k-500k,,Unemployed,Agnostic,Breaking Bad,Audi,Female,Mediterranean,Rock,20+,Swimming,Red,Huffington Post,40-60 KM,500-1000 KM,Action,Physics,Beer,wonder woman,882.0,y
2/11/1994,Married,500k-700k,Post-Graduate,Unemployed,Believer,Flash,Daimler-Benz,Male,Mexican,Light Metal,6 to 10,Rugby,Green,New York Times,10-25 KM,0-250 KM,Action,Biology,Rum,wonder woman,1485.0,x
12/17/1991,Unmarried,500k-700k,,Self-Employed,Believer,Breaking Bad,Toyota,Male,Mexican,Hip-Hop,15-18,Soccer,Blue,Huffington Post,40-60 KM,0-250 KM,Thriller,Maths,Beer,Thor,175.0,y
3/6/1976,,500k-700k,Graduate,Self-Employed,Believer,Breaking Bad,Toyota,Male,Italian,Hip-Hop,15-18,Rugby,purple,Associated Press,0-10 KM,1500-2000 KM,Horror,Economics,wine,spiderman,1411.0,x
1/24/1981,Married,0-100K,High-School,Employed,Believer,Breaking Bad,Ford,Male,Mexican,Hip-Hop,12 to 15,Basketball,Red,Reuters,25-40 KM,500-1000 KM,Thriller,Maths,wine,Thor,135.0,x
12/16/1989,Unmarried,500k-700k,High-School,Employed,Agnostic,Friends,Daimler-Benz,Female,Italian,Rap,6 to 10,volleyball,Black,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Vodka,superman,532.0,x
3/13/1967,Unmarried,300k-500k,Uneducated,Employed,Believer,Prison Break,Wolkswagen,Female,French,Rap,6 to 10,Basketball,Black,New York Times,10-25 KM,250-500 KM,Romantic,English,Vodka,Ironman,776.0,y
1/8/1964,Unmarried,300k-500k,Uneducated,Self-Employed,believer,Narcos,Ford,Female,Mediterranean,Rock,18-20,Soccer,Orange,Associated Press,60-80 KM,250-500 KM,Romantic,Commerce,Rum,Ironman,312.0,y
8/8/1993,Married,300k-500k,Post-Graduate,Self-Employed,Believer,Friends,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Green,New York Times,10-25 KM,250-500 KM,Comedy,Art,,Thor,395.0,x
1/5/1970,Unmarried,300k-500k,High-School,Unemployed,agnostic,Big Bang Theory,Ford,,Thai,Country,12 to 15,cycling,Blue,Huffington Post,40-60 KM,0-250 KM,Comedy,History,Non Drinkers,The hulk,869.0,y
8/25/1995,,100k-300k,Uneducated,Self-Employed,Atheist,breaking bad,Honda,Male,Lebanese,Country,12 to 15,Baseball,purple,Associated Press,10-25 KM,1500-2000 KM,Action,Physics,wine,wonder woman,731.0,x
